match_id,team,player,starter,position,role,formation,confidence,confirmed,source,updated_at
,USA,Malik Tillman,1,MF,Attacking Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,USA,Max Arfsten,0,DF,Left Winger,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,USA,Haji Wright,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,USA,Folarin Balogun,0,FW,Centre-Forward,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,USA,Timothy Weah,1,FW,Right Midfield,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,USA,Mark McKenzie,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,USA,Joe Scally,0,DF,Right-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,USA,Matt Freese,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,USA,Chris Brady,0,GK,Goalkeeper,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,USA,Alejandro Zendejas,0,FW,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Eloy Room,1,GK,Goalkeeper,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Shurandy Sambo,0,DF,Right-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Juriën Gaari,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Roshon van Eijma,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Sherel Floranus,1,DF,Left-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Godfried Roemeratoe,0,MF,Defensive Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Juninho Bacuna,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Livano Comenencia,0,MF,Right-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Jürgen Locadia,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Leandro Bacuna,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Jeremy Antonisse,1,FW,Left Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Sontje Hansen,0,FW,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Tyrese Noslin,0,FW,Right Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Kenji Gorré,1,FW,Left Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Ar'jany Martha,0,MF,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Jearl Margaritha,1,FW,Left Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Brandley Kuwas,0,FW,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Armando Obispo,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Gervane Kastaneer,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Joshua Brenet,1,DF,Right-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Tahith Chong,1,MF,Attacking Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Kevin Felida,0,MF,Defensive Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Riechedly Bazoer,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Deveron Fonville,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Tyrick Bodak,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Curacao,Trevor Doornbusch,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Hernán Galíndez,1,GK,Goalkeeper,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Félix Torres,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Piero Hincapié,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Joel Ordóñez,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Jordy Alcívar,0,MF,Defensive Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Willian Pacho,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Pervis Estupiñán,1,DF,Left-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Anthony Valencia,0,MF,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,John Yeboah,0,FW,Second Striker,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Kendry Páez,1,MF,Attacking Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Kevin Rodríguez,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Moisés Ramírez,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Enner Valencia,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Alan Minda,0,MF,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Pedro Vite,0,MF,Central Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Jordy Caicedo,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Ángelo Preciado,1,DF,Right-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Denil Castillo,0,MF,Central Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Gonzalo Plata,1,FW,Right Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Nilson Angulo,0,FW,Left Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Alan Franco,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Gonzalo Valle,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Moisés Caicedo,1,MF,Defensive Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Jeremy Arévalo,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Jackson Porozo,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Ecuador,Yaimar Medina,0,DF,Left-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Manuel Neuer,1,GK,Goalkeeper,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Antonio Rüdiger,1,DF,Centre-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Waldemar Anton,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Jonathan Tah,1,DF,Centre-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Aleksandar Pavlović,1,MF,Defensive Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Joshua Kimmich,1,DF,Defensive Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Kai Havertz,1,FW,Centre-Forward,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Leon Goretzka,1,MF,Central Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Jamie Leweling,0,MF,Right Winger,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Jamal Musiala,1,MF,Attacking Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Nick Woltemade,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Oliver Baumann,0,GK,Goalkeeper,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Pascal Groß,0,MF,Central Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Maximilian Beier,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Nico Schlotterbeck,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Angelo Stiller,0,MF,Defensive Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Florian Wirtz,1,MF,Attacking Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Nathaniel Brown,0,DF,Left-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Leroy Sané,1,MF,Right Winger,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Nadiem Amiri,0,MF,Central Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Alexander Nübel,0,GK,Goalkeeper,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,David Raum,1,DF,Left-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Felix Nmecha,0,MF,Central Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Malick Thiaw,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Assan Ouédraogo,0,MF,Central Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Germany,Deniz Undav,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Yahia Fofana,1,GK,Goalkeeper,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Ousmane Diomande,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Ghislain Konan,1,DF,Left-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Jean Michaël Seri,0,MF,Defensive Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Wilfried Singo,1,DF,Right-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Seko Fofana,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Odilon Kossounou,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Franck Kessié,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Ange-Yoan Bonny,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Simon Adingra,1,FW,Left Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Yan Diomande,0,FW,Left Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Elye Wahi,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Christopher Opéri,0,DF,Left-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Oumar Diakité,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Amad Diallo,1,FW,Right Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Mohamed Koné,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Guéla Doué,0,DF,Right-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Ibrahim Sangaré,1,MF,Defensive Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Nicolas Pépé,1,FW,Right Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Emmanuel Agbadou,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Evan Ndicka,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Evann Guessand,0,FW,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Alban Lafont,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Bazoumana Touré,0,FW,Left Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Parfait Guiagon,0,MF,Left Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Cote d'Ivoire,Christ Inao Oulaï,0,MF,Central Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Zion Suzuki,1,GK,Goalkeeper,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Yukinari Sugawara,0,DF,Right-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Shōgo Taniguchi,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Kō Itakura,1,DF,Centre-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Yūto Nagatomo,1,DF,Left-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Shūto Machino,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Ao Tanaka,1,MF,Central Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Takefusa Kubo,1,MF,Right Winger,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Keisuke Gotō,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Ritsu Dōan,1,MF,Right Winger,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Daizen Maeda,0,MF,Left Winger,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Keisuke Ōsako,0,GK,Goalkeeper,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Keito Nakamura,0,MF,Left Winger,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Junya Itō,1,MF,Right Winger,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Daichi Kamada,1,MF,Attacking Midfield,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Tsuyoshi Watanabe,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Yuito Suzuki,0,MF,Second Striker,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Ayase Ueda,1,FW,Centre-Forward,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Kōki Ogawa,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Ayumu Seko,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Hiroki Itō,1,DF,Centre-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Takehiro Tomiyasu,1,DF,Centre-Back,4-2-3-1,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Tomoki Hayakawa,0,GK,Goalkeeper,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Kaishū Sano,0,MF,Defensive Midfield,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Junnosuke Suzuki,0,DF,Centre-Back,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Japan,Kento Shiogai,0,FW,Centre-Forward,4-2-3-1,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Bart Verbruggen,1,GK,Goalkeeper,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Lutsharel Geertruida,0,DF,Right-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Marten de Roon,0,MF,Defensive Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Virgil van Dijk,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Nathan Aké,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Jan Paul van Hecke,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Justin Kluivert,0,MF,Attacking Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Ryan Gravenberch,1,MF,Defensive Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Wout Weghorst,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Memphis Depay,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Cody Gakpo,1,FW,Left Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Mats Wieffer,0,DF,Right-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Robin Roefs,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Tijjani Reijnders,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Micky van de Ven,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Guus Til,0,MF,Attacking Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Noa Lang,0,FW,Left Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Donyell Malen,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Brian Brobbey,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Teun Koopmeiners,0,MF,Defensive Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Frenkie de Jong,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Denzel Dumfries,1,DF,Right-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Mark Flekken,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Crysencio Summerville,0,FW,Left Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Jorrel Hato,0,DF,Left-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Netherlands,Quinten Timber,0,MF,Central Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Jacob Widell Zetterström,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Gustaf Lagerbielke,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Victor Lindelöf,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Isak Hien,1,DF,Centre-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Gabriel Gudmundsson,1,DF,Left-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Herman Johansson,0,DF,Right Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Lucas Bergvall,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Daniel Svensson,1,DF,Left-Back,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Alexander Isak,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Benjamin Nygren,0,MF,Attacking Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Anthony Elanga,1,FW,Right Winger,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Viktor Johansson,1,GK,Goalkeeper,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Ken Sema,0,MF,Left-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Hjalmar Ekdal,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Carl Starfelt,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Jesper Karlström,0,MF,Defensive Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Viktor Gyökeres,1,FW,Centre-Forward,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Yasin Ayari,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Mattias Svanberg,1,MF,Central Midfield,4-3-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Eric Smith,0,DF,Centre-Back,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Alexander Bernhardsson,0,DF,Right Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Besfort Zeneli,0,MF,Central Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Kristoffer Nordfeldt,0,GK,Goalkeeper,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Elliot Stroud,0,DF,Left Midfield,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Gustaf Nilsson,0,FW,Centre-Forward,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Sweden,Taha Ali,0,FW,Left Winger,4-3-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Mouhib Chamakh,0,GK,,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Ali Abdi,1,DF,Left-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Montassar Talbi,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Omar Rekik,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Adem Arous,0,DF,Centre-Back,3-4-3,48,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Dylan Bronn,1,DF,Centre-Back,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Elias Achouri,1,FW,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
,Tunisia,Elias Saad,1,FW,Left Winger,3-4-3,62,0,market-value/caps positional projection,2026-08-26T10:00:19.549394+00:00
