match_id,team,player,player_id,status,category,start_date,end_date,availability,minutes_limit,impact_score,source,updated_at
,Ecuador,Kendry Páez,,available,squad-status,,,1.0,90,93.25,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Kevin Rodríguez,,available,squad-status,,,1.0,90,93.3,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Moisés Ramírez,,available,squad-status,,,1.0,90,51.45,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Enner Valencia,,available,squad-status,,,1.0,90,110.26,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Alan Minda,,available,squad-status,,,1.0,90,55.68,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Pedro Vite,,available,squad-status,,,1.0,90,56.29,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Jordy Caicedo,,available,squad-status,,,1.0,90,55.15,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Ángelo Preciado,,available,squad-status,,,1.0,90,96.93,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Denil Castillo,,available,squad-status,,,1.0,90,54.87,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Gonzalo Plata,,available,squad-status,,,1.0,90,100.4,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Nilson Angulo,,available,squad-status,,,1.0,90,57.65,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Alan Franco,,available,squad-status,,,1.0,90,98.54,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Gonzalo Valle,,available,squad-status,,,1.0,90,52.28,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Moisés Caicedo,,available,squad-status,,,1.0,90,108.18,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Jeremy Arévalo,,available,squad-status,,,1.0,90,54.6,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Jackson Porozo,,available,squad-status,,,1.0,90,53.83,squad-projection,2026-06-05T19:40:23.502261+00:00
,Ecuador,Yaimar Medina,,available,squad-status,,,1.0,90,53.92,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Manuel Neuer,,available,squad-status,,,1.0,90,105.42,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Antonio Rüdiger,,available,squad-status,,,1.0,90,106.49,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Waldemar Anton,,available,squad-status,,,1.0,90,57.45,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Jonathan Tah,,available,squad-status,,,1.0,90,101.09,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Aleksandar Pavlović,,available,squad-status,,,1.0,90,96.28,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Joshua Kimmich,,available,squad-status,,,1.0,90,113.73,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Kai Havertz,,available,squad-status,,,1.0,90,110.38,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Leon Goretzka,,available,squad-status,,,1.0,90,107.38,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Jamie Leweling,,available,squad-status,,,1.0,90,57.86,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Jamal Musiala,,available,squad-status,,,1.0,90,105.46,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Nick Woltemade,,available,squad-status,,,1.0,90,59.85,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Oliver Baumann,,available,squad-status,,,1.0,90,54.09,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Pascal Groß,,available,squad-status,,,1.0,90,55.08,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Maximilian Beier,,available,squad-status,,,1.0,90,58.26,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Nico Schlotterbeck,,available,squad-status,,,1.0,90,61.3,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Angelo Stiller,,available,squad-status,,,1.0,90,58.32,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Florian Wirtz,,available,squad-status,,,1.0,90,105.73,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Nathaniel Brown,,available,squad-status,,,1.0,90,57.71,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Leroy Sané,,available,squad-status,,,1.0,90,110.36,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Nadiem Amiri,,available,squad-status,,,1.0,90,57.24,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Alexander Nübel,,available,squad-status,,,1.0,90,55.52,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,David Raum,,available,squad-status,,,1.0,90,98.56,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Felix Nmecha,,available,squad-status,,,1.0,90,58.66,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Malick Thiaw,,available,squad-status,,,1.0,90,58.05,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Lennart Karl,,available,squad-status,,,1.0,90,58.26,squad-projection,2026-06-05T19:40:23.502261+00:00
,Germany,Deniz Undav,,available,squad-status,,,1.0,90,58.18,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Yahia Fofana,,available,squad-status,,,1.0,90,93.59,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Ousmane Diomande,,available,squad-status,,,1.0,90,59.33,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Ghislain Konan,,available,squad-status,,,1.0,90,96.29,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Jean Michaël Seri,,available,squad-status,,,1.0,90,56.57,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Wilfried Singo,,available,squad-status,,,1.0,90,97.66,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Seko Fofana,,available,squad-status,,,1.0,90,95.83,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Odilon Kossounou,,available,squad-status,,,1.0,90,96.69,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Franck Kessié,,available,squad-status,,,1.0,90,112.05,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Ange-Yoan Bonny,,available,squad-status,,,1.0,90,56.92,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Simon Adingra,,available,squad-status,,,1.0,90,97.43,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Yan Diomande,,available,squad-status,,,1.0,90,60.25,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Elye Wahi,,available,squad-status,,,1.0,90,55.93,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Christopher Opéri,,available,squad-status,,,1.0,90,54.75,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Oumar Diakité,,available,squad-status,,,1.0,90,58.42,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Amad Diallo,,available,squad-status,,,1.0,90,97.16,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Mohamed Koné,,available,squad-status,,,1.0,90,50.48,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Guéla Doué,,available,squad-status,,,1.0,90,58.92,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Ibrahim Sangaré,,available,squad-status,,,1.0,90,105.36,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Nicolas Pépé,,available,squad-status,,,1.0,90,101.41,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Emmanuel Agbadou,,available,squad-status,,,1.0,90,58.54,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Evan Ndicka,,available,squad-status,,,1.0,90,97.45,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Evann Guessand,,available,squad-status,,,1.0,90,59.89,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Alban Lafont,,available,squad-status,,,1.0,90,53.29,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Bazoumana Touré,,available,squad-status,,,1.0,90,58.16,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Parfait Guiagon,,available,squad-status,,,1.0,90,54.3,squad-projection,2026-06-05T19:40:23.502261+00:00
,Cote d'Ivoire,Christ Inao Oulaï,,available,squad-status,,,1.0,90,57.32,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Zion Suzuki,,available,squad-status,,,1.0,90,95.15,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Yukinari Sugawara,,available,squad-status,,,1.0,90,56.99,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Shōgo Taniguchi,,available,squad-status,,,1.0,90,55.91,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Kō Itakura,,available,squad-status,,,1.0,90,96.58,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Yūto Nagatomo,,available,squad-status,,,1.0,90,96.22,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Wataru Endo,,available,squad-status,,,1.0,90,102.52,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Ao Tanaka,,available,squad-status,,,1.0,90,61.75,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Takefusa Kubo,,available,squad-status,,,1.0,90,103.44,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Keisuke Gotō,,available,squad-status,,,1.0,90,54.96,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Ritsu Dōan,,available,squad-status,,,1.0,90,106.45,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Daizen Maeda,,available,squad-status,,,1.0,90,59.6,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Keisuke Ōsako,,available,squad-status,,,1.0,90,53.57,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Keito Nakamura,,available,squad-status,,,1.0,90,59.82,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Junya Itō,,available,squad-status,,,1.0,90,104.02,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Daichi Kamada,,available,squad-status,,,1.0,90,101.69,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Tsuyoshi Watanabe,,available,squad-status,,,1.0,90,56.31,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Yuito Suzuki,,available,squad-status,,,1.0,90,57.11,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Ayase Ueda,,available,squad-status,,,1.0,90,101.92,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Kōki Ogawa,,available,squad-status,,,1.0,90,55.84,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Ayumu Seko,,available,squad-status,,,1.0,90,55.55,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Hiroki Itō,,available,squad-status,,,1.0,90,94.99,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Takehiro Tomiyasu,,available,squad-status,,,1.0,90,95.71,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Tomoki Hayakawa,,available,squad-status,,,1.0,90,52.6,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Kaishū Sano,,available,squad-status,,,1.0,90,58.96,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Junnosuke Suzuki,,available,squad-status,,,1.0,90,53.83,squad-projection,2026-06-05T19:40:23.502261+00:00
,Japan,Kento Shiogai,,available,squad-status,,,1.0,90,54.69,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Bart Verbruggen,,available,squad-status,,,1.0,90,97.94,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Jurriën Timber,,available,squad-status,,,1.0,90,98.45,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Marten de Roon,,available,squad-status,,,1.0,90,58.96,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Virgil van Dijk,,available,squad-status,,,1.0,90,111.91,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Nathan Aké,,available,squad-status,,,1.0,90,102.66,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Jan Paul van Hecke,,available,squad-status,,,1.0,90,58.88,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Justin Kluivert,,available,squad-status,,,1.0,90,58.02,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Ryan Gravenberch,,available,squad-status,,,1.0,90,99.51,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Wout Weghorst,,available,squad-status,,,1.0,90,61.44,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Memphis Depay,,available,squad-status,,,1.0,90,115.58,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Cody Gakpo,,available,squad-status,,,1.0,90,108.34,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Mats Wieffer,,available,squad-status,,,1.0,90,58.59,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Robin Roefs,,available,squad-status,,,1.0,90,56.68,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Tijjani Reijnders,,available,squad-status,,,1.0,90,100.84,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Micky van de Ven,,available,squad-status,,,1.0,90,60.46,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Guus Til,,available,squad-status,,,1.0,90,56.47,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Noa Lang,,available,squad-status,,,1.0,90,58.68,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Donyell Malen,,available,squad-status,,,1.0,90,106.72,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Brian Brobbey,,available,squad-status,,,1.0,90,58.34,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Teun Koopmeiners,,available,squad-status,,,1.0,90,59.71,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Frenkie de Jong,,available,squad-status,,,1.0,90,106.86,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Denzel Dumfries,,available,squad-status,,,1.0,90,108.83,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Mark Flekken,,available,squad-status,,,1.0,90,55.44,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Crysencio Summerville,,available,squad-status,,,1.0,90,57.06,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Jorrel Hato,,available,squad-status,,,1.0,90,58.26,squad-projection,2026-06-05T19:40:23.502261+00:00
,Netherlands,Quinten Timber,,available,squad-status,,,1.0,90,58.03,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Jacob Widell Zetterström,,available,squad-status,,,1.0,90,52.84,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Gustaf Lagerbielke,,available,squad-status,,,1.0,90,56.49,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Victor Lindelöf,,available,squad-status,,,1.0,90,103.55,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Isak Hien,,available,squad-status,,,1.0,90,96.18,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Gabriel Gudmundsson,,available,squad-status,,,1.0,90,94.81,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Herman Johansson,,available,squad-status,,,1.0,90,52.28,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Lucas Bergvall,,available,squad-status,,,1.0,90,93.23,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Daniel Svensson,,available,squad-status,,,1.0,90,92.62,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Alexander Isak,,available,squad-status,,,1.0,90,110.57,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Benjamin Nygren,,available,squad-status,,,1.0,90,57.22,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Anthony Elanga,,available,squad-status,,,1.0,90,98.93,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Viktor Johansson,,available,squad-status,,,1.0,90,91.09,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Ken Sema,,available,squad-status,,,1.0,90,55.84,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Hjalmar Ekdal,,available,squad-status,,,1.0,90,55.27,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Carl Starfelt,,available,squad-status,,,1.0,90,55.96,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Jesper Karlström,,available,squad-status,,,1.0,90,56.55,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Viktor Gyökeres,,available,squad-status,,,1.0,90,104.78,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Yasin Ayari,,available,squad-status,,,1.0,90,96.42,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Mattias Svanberg,,available,squad-status,,,1.0,90,96.58,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Eric Smith,,available,squad-status,,,1.0,90,53.74,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Alexander Bernhardsson,,available,squad-status,,,1.0,90,54.12,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Besfort Zeneli,,available,squad-status,,,1.0,90,54.4,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Kristoffer Nordfeldt,,available,squad-status,,,1.0,90,50.66,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Elliot Stroud,,available,squad-status,,,1.0,90,52.74,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Gustaf Nilsson,,available,squad-status,,,1.0,90,53.76,squad-projection,2026-06-05T19:40:23.502261+00:00
,Sweden,Taha Ali,,available,squad-status,,,1.0,90,51.31,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Mouhib Chamakh,,available,squad-status,,,1.0,90,27.58,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Ali Abdi,,available,squad-status,,,1.0,90,95.38,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Montassar Talbi,,available,squad-status,,,1.0,90,102.19,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Omar Rekik,,available,squad-status,,,1.0,90,50.37,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Adem Arous,,available,squad-status,,,1.0,90,53.36,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Dylan Bronn,,available,squad-status,,,1.0,90,92.17,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Elias Achouri,,available,squad-status,,,1.0,90,91.96,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Elias Saad,,available,squad-status,,,1.0,90,87.74,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Hazem Mastouri,,available,squad-status,,,1.0,90,53.8,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Hannibal Mejbri,,available,squad-status,,,1.0,90,33.7,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Ismaël Gharbi,,available,squad-status,,,1.0,90,89.96,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Mortadha Ben Ouanes,,available,squad-status,,,1.0,90,53.91,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Rani Khedira,,available,squad-status,,,1.0,90,52.46,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Khalil Ayari,,available,squad-status,,,1.0,90,51.28,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Hadj Mahmoud,,available,squad-status,,,1.0,90,28.41,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Aymen Dahmen,,available,squad-status,,,1.0,90,89.25,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Ellyes Skhiri,,available,squad-status,,,1.0,90,105.13,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Rayan Elloumi,,available,squad-status,,,1.0,90,50.9,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Firas Chaouat,,available,squad-status,,,1.0,90,89.95,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Yan Valery,,available,squad-status,,,1.0,90,54.6,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Mohamed Amine Ben Hamida,,available,squad-status,,,1.0,90,52.53,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Sabri Ben Hessen,,available,squad-status,,,1.0,90,50.12,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Moutaz Neffati,,available,squad-status,,,1.0,90,51.38,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Raed Chikhaoui,,available,squad-status,,,1.0,90,49.99,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Anis Ben Slimane,,available,squad-status,,,1.0,90,95.19,squad-projection,2026-06-05T19:40:23.502261+00:00
,Tunisia,Sebastian Tounekti,,available,squad-status,,,1.0,90,88.6,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Thibaut Courtois,,available,squad-status,,,1.0,90,109.53,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Zeno Debast,,available,squad-status,,,1.0,90,60.31,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Arthur Theate,,available,squad-status,,,1.0,90,96.84,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Brandon Mechele,,available,squad-status,,,1.0,90,54.0,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Maxim De Cuyper,,available,squad-status,,,1.0,90,59.25,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Axel Witsel,,available,squad-status,,,1.0,90,105.43,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Kevin De Bruyne,,available,squad-status,,,1.0,90,115.94,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Youri Tielemans,,available,squad-status,,,1.0,90,112.72,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Romelu Lukaku,,available,squad-status,,,1.0,90,115.16,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Leandro Trossard,,available,squad-status,,,1.0,90,103.27,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Jérémy Doku,,available,squad-status,,,1.0,90,104.39,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Senne Lammens,,available,squad-status,,,1.0,90,57.2,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Mike Penders,,available,squad-status,,,1.0,90,56.35,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Dodi Lukébakio,,available,squad-status,,,1.0,90,60.28,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Thomas Meunier,,available,squad-status,,,1.0,90,102.67,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Koni De Winter,,available,squad-status,,,1.0,90,57.32,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Charles De Ketelaere,,available,squad-status,,,1.0,90,61.46,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Joaquin Seys,,available,squad-status,,,1.0,90,56.39,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Diego Moreira,,available,squad-status,,,1.0,90,56.63,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Hans Vanaken,,available,squad-status,,,1.0,90,59.59,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Timothy Castagne,,available,squad-status,,,1.0,90,101.47,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Alexis Saelemaekers,,available,squad-status,,,1.0,90,59.61,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Nicolas Raskin,,available,squad-status,,,1.0,90,56.92,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Amadou Onana,,available,squad-status,,,1.0,90,98.38,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Nathan Ngoy,,available,squad-status,,,1.0,90,56.77,squad-projection,2026-06-05T19:40:23.502261+00:00
,Belgium,Matias Fernandez-Pardo,,available,squad-status,,,1.0,90,57.06,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Mohamed El Shenawy,,available,squad-status,,,1.0,90,96.63,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Yasser Ibrahim,,available,squad-status,,,1.0,90,51.03,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Mohamed Hany,,available,squad-status,,,1.0,90,91.73,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Hossam Abdelmaguid,,available,squad-status,,,1.0,90,53.85,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Ramy Rabia,,available,squad-status,,,1.0,90,91.14,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Mohamed Abdelmonem,,available,squad-status,,,1.0,90,92.54,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Trézéguet,,available,squad-status,,,1.0,90,111.37,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Emam Ashour,,available,squad-status,,,1.0,90,91.52,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Hamza Abdelkarim,,available,squad-status,,,1.0,90,51.0,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Mohamed Salah,,available,squad-status,,,1.0,90,118.71,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Mostafa Ziko,,available,squad-status,,,1.0,90,52.16,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Haissem Hassan,,available,squad-status,,,1.0,90,53.64,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Ahmed Fatouh,,available,squad-status,,,1.0,90,90.2,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Hamdy Fathy,,available,squad-status,,,1.0,90,97.64,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Karim Hafez,,available,squad-status,,,1.0,90,51.36,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,El Mahdy Soliman,,available,squad-status,,,1.0,90,27.3,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Mohanad Lasheen,,available,squad-status,,,1.0,90,89.4,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Nabil Emad,,available,squad-status,,,1.0,90,28.96,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Marwan Attia,,available,squad-status,,,1.0,90,32.03,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Ibrahim Adel,,available,squad-status,,,1.0,90,56.08,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Mahmoud Saber,,available,squad-status,,,1.0,90,53.79,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Omar Marmoush,,available,squad-status,,,1.0,90,105.62,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Mostafa Shobeir,,available,squad-status,,,1.0,90,28.41,squad-projection,2026-06-05T19:40:23.502261+00:00
,Egypt,Tarek Alaa,,available,squad-status,,,1.0,90,48.77,squad-projection,2026-06-05T19:40:23.502261+00:00
